Genes	Categories
A0A3L8E4I1	ko00001
A0A3L8E4I1	ko00002
A0A3L8E4I1	ko01000
A0A026X2G6	ko00000
A0A026X2G6	ko00001
A0A026X2G6	ko01000
A0A3L8E1H9	ko00000
A0A3L8E1H9	ko00199
A0A026X265	ko00000
A0A026X265	ko01000
A0A026X265	ko03016
A0A3L8D9H1	ko00000
A0A3L8D9H1	ko01000
A0A3L8D9H1	ko03009
A0A3L8D966	ko00000
A0A3L8D966	ko00001
A0A3L8D966	ko00002
A0A3L8D966	ko04131
A0A3L8E0Y5	ko00000
A0A3L8E0Y5	ko00001
A0A3L8E0Y5	ko00002
A0A3L8E0Y5	ko04131
A0A3L8D6A3	ko00000
A0A3L8D6A3	ko00001
A0A026X4E0	ko00000
A0A026X4E0	ko00001
A0A026X4E0	ko01000
A0A026X4E0	ko03036
A0A3L8DCD2	ko00000
A0A3L8DCD2	ko00001
A0A3L8DCD2	ko00002
A0A3L8DCD2	ko01000
A0A3L8DCD2	ko01003
A0A3L8E4C0	ko00000
A0A3L8E4C0	ko00001
A0A3L8E4C0	ko01000
A0A026W2M6	ko00000
A0A026W2M6	ko01000
A0A026W2M6	ko03016
A0A026WRG9	ko00000
A0A026WRG9	ko00001
A0A026WRG9	ko01000
A0A026WE75	ko00000
A0A026WE75	ko00001
A0A026WE75	ko04147
A0A026WLH7	ko00000
A0A026WLH7	ko00001
A0A026WLH7	ko00002
A0A026WLH7	ko01000
A0A026WLH7	ko03019
A0A3L8D5W2	ko00000
A0A3L8D5W2	ko04030
A0A3L8E4H1	ko00000
A0A3L8E4H1	ko00001
A0A3L8E4H1	ko01000
A0A3L8E4H1	ko01002
A0A3L8E4H1	ko04147
A0A026W714	ko00000
A0A026W714	ko03036
A0A026WVT9	ko00000
A0A026WVT9	ko01000
A0A3L8DVC6	ko00000
A0A3L8DVC6	ko04040
A0A026W2L3	ko00000
A0A026W2L3	ko00001
A0A026WYC0	ko00000
A0A026WYC0	ko00001
A0A026WYC0	ko03041
A0A026W0K4	ko00000
A0A026W0K4	ko00001
A0A026W0K4	ko00002
A0A3L8E301	ko00000
A0A3L8E301	ko00001
A0A3L8E301	ko04812
A0A3L8DZ25	ko00000
A0A3L8DZ25	ko04121
A0A3L8DEW4	ko00000
A0A3L8DEW4	ko00001
A0A3L8DEW4	ko00199
A0A3L8DP35	ko00000
A0A3L8DP35	ko00001
A0A3L8DP35	ko03019
A0A3L8DP35	ko03036
A0A3L8DP35	ko04121
A0A3L8DSI0	ko00000
A0A3L8DSI0	ko00001
A0A3L8DSI0	ko01000
A0A3L8D9A9	ko00000
A0A3L8D9A9	ko03000
A0A3L8D9A9	ko03310
A0A3L8D2M7	ko00000
A0A3L8D2M7	ko00001
A0A3L8D2M7	ko00002
A0A3L8D2M7	ko01000
A0A3L8D2M7	ko03029
A0A3L8DNG3	ko00000
A0A3L8DNG3	ko03036
A0A026WST1	ko00000
A0A026WST1	ko00001
A0A026W4D0	ko00000
A0A026W4D0	ko01000
A0A026WXI8	ko00000
A0A026WXI8	ko00001
A0A026WIL9	ko00000
A0A026WIL9	ko00001
A0A026WIL9	ko03400
A0A3L8DHE7	ko00000
A0A3L8DHE7	ko04030
A0A026WZI6	ko00000
A0A026WZI6	ko00001
A0A026WZI6	ko00002
A0A026WZI6	ko01000
A0A026WZI6	ko01001
A0A026WZI6	ko03036
A0A026W7W5	ko00000
A0A026W7W5	ko00199
A0A026W7W5	ko01000
A0A3L8DKK4	ko00000
A0A3L8DKK4	ko00001
A0A3L8DKK4	ko04030
A0A026WWH4	ko00000
A0A026WWH4	ko03036
A0A026WWH4	ko04812
A0A026X0W8	ko00000
A0A026X0W8	ko03019
A0A3L8DQ46	ko00000
A0A3L8DQ46	ko04131
A0A3L8DTJ9	ko00000
A0A3L8DTJ9	ko02000
A0A3L8DTJ9	ko04131
A0A026W8T5	ko00000
A0A026W8T5	ko01000
A0A3L8DNC8	ko00000
A0A3L8DNC8	ko00001
A0A3L8DNC8	ko01000
A0A026X3F8	ko00000
A0A026X3F8	ko00001
A0A026X3F8	ko04030
A0A026W0L5	ko00000
A0A026W0L5	ko03000
A0A026X026	ko00000
A0A026X026	ko00001
A0A026X026	ko00002
A0A026WP39	ko00000
A0A026WP39	ko00001
A0A3L8D2J0	ko00000
A0A3L8D2J0	ko00001
A0A3L8D2J0	ko03036
A0A3L8D2J0	ko04812
A0A3L8DFW1	ko00000
A0A3L8DFW1	ko03021
A0A3L8DK47	ko00000
A0A3L8DK47	ko01000
A0A3L8DK47	ko04121
A0A026WN52	ko00000
A0A026WN52	ko00001
A0A026WN52	ko01000
A0A026WDM8	ko00000
A0A026WDM8	ko00001
A0A026WDM8	ko03021
A0A026WDM8	ko03036
A0A3L8D3H1	ko00000
A0A3L8D3H1	ko04147
A0A026WNY9	br01610
A0A026WNY9	ko00000
A0A026WNY9	ko00001
A0A026WNY9	ko00002
A0A026WNY9	ko01000
A0A026WNY9	ko01001
A0A026WNY9	ko03011
A0A026WNY9	ko04812
A0A026X1J2	ko00000
A0A026X1J2	ko00001
A0A026X1J2	ko01000
A0A026X1J2	ko01002
A0A026X1J2	ko04090
A0A026VTP3	ko00000
A0A026VTP3	ko01000
A0A026VTP3	ko01009
A0A026VTP3	ko03110
A0A026W0U2	ko00000
A0A026W0U2	ko03041
A0A026WE14	ko00000
A0A026WE14	ko00001
A0A026WE14	ko00002
A0A026WE14	ko03019
A0A3L8DNP4	ko00000
A0A3L8DNP4	ko00001
A0A3L8DNP4	ko00002
A0A3L8DNP4	ko01000
A0A026WQL6	ko00000
A0A026WQL6	ko00001
A0A026WQL6	ko04090
A0A026WQL6	ko04147
A0A026WQB0	ko00000
A0A026WQB0	ko03036
A0A3L8D4E0	ko00000
A0A3L8D4E0	ko00001
A0A3L8D4E0	ko00002
A0A3L8D4E0	ko03051
A0A026W485	ko00000
A0A026W485	ko00001
A0A026W485	ko00002
A0A026W485	ko04131
A0A3L8DUV4	ko00000
A0A3L8DUV4	ko00001
A0A3L8DUV4	ko03400
A0A026WA87	ko00000
A0A026WA87	ko00001
A0A026WA87	ko01000
A0A026WA87	ko04131
A0A3L8DFZ3	ko00000
A0A3L8DFZ3	ko03000
A0A3L8DRN9	ko00000
A0A3L8DRN9	ko00001
A0A3L8DRN9	ko00002
A0A3L8DRN9	ko01000
A0A3L8DRN9	ko04147
A0A026WEX4	ko00000
A0A026WEX4	ko01000
A0A026WEX4	ko01002
A0A3L8DYN5	ko00000
A0A3L8DYN5	ko00001
A0A3L8DYN5	ko01000
A0A3L8DYN5	ko03021
A0A026WJW5	ko00000
A0A026WJW5	ko00001
A0A026WJW5	ko01001
A0A026WHL0	ko00000
A0A026WHL0	ko00001
A0A026WHL0	ko02000
A0A026W2M5	ko00000
A0A026W2M5	ko00001
A0A026W2M5	ko01000
A0A026W2M5	ko04131
A0A3L8E1G8	ko00000
A0A3L8E1G8	ko00001
A0A3L8DRZ8	ko00000
A0A3L8DRZ8	ko03036
A0A3L8E1P0	ko00000
A0A3L8E1P0	ko00001
A0A3L8E1P0	ko04030
A0A026WZM3	ko00000
A0A026WZM3	ko03041
A0A026VZW8	ko00000
A0A026VZW8	ko04030
A0A026WA56	ko00000
A0A026WA56	ko00001
A0A026WA56	ko04090
A0A026X0I9	ko00000
A0A026X0I9	ko04147
A0A026WFH5	ko00000
A0A026WFH5	ko00001
A0A026WFH5	ko00002
A0A026WFH5	ko03051
A0A026X181	ko00000
A0A026X181	ko00001
A0A026WXV0	ko00000
A0A026WXV0	ko00001
A0A3L8DH23	ko00000
A0A3L8DH23	ko04031
A0A3L8DH23	ko04131
A0A3L8DVS5	ko00000
A0A3L8DVS5	ko00001
A0A3L8DVS5	ko01000
A0A3L8DVS5	ko01002
A0A3L8DVS5	ko04147
A0A3L8DVZ2	ko00000
A0A3L8DVZ2	ko04131
A0A3L8DUY3	ko00000
A0A3L8DUY3	ko00001
A0A3L8DUY3	ko00002
A0A3L8DUY3	ko01000
A0A3L8DUY3	ko04147
A0A026WK76	ko00000
A0A026WK76	ko00001
A0A026WK76	ko00002
A0A026WK76	ko01000
A0A026VWE8	ko00000
A0A026VWE8	ko01000
A0A026VWE8	ko01001
A0A026VWE8	ko03041
A0A026WF74	ko00000
A0A026WF74	ko00001
A0A026WF74	ko00002
A0A3L8DGG9	ko00000
A0A3L8DGG9	ko00001
A0A026W950	ko00000
A0A026W950	ko00001
A0A026W950	ko01000
A0A3L8DFM4	ko00000
A0A3L8DFM4	ko00001
A0A026W9K8	ko00000
A0A026W9K8	ko00001
A0A026W9K8	ko01000
A0A026W9K8	ko03036
A0A026WVP5	br01601
A0A026WVP5	ko00000
A0A026WVP5	ko00001
A0A026WVP5	ko00002
A0A026WVP5	ko01000
A0A026W921	ko00000
A0A026W921	ko04030
A0A3L8DND4	ko00000
A0A3L8DND4	ko03000
A0A3L8DND4	ko03021
A0A3L8DXC2	ko00000
A0A3L8DXC2	ko02000
A0A3L8DFY2	ko00000
A0A3L8DFY2	ko04040
A0A3L8DJ57	ko00000
A0A3L8DJ57	ko00001
A0A3L8DJ57	ko01000
A0A026X0B4	ko00000
A0A026X0B4	ko04031
A0A026X0B4	ko04121
A0A3L8DGD1	ko00000
A0A3L8DGD1	ko04147
A0A3L8DGD1	ko04812
A0A026W8G4	ko00000
A0A026W8G4	ko01000
A0A026W8G4	ko03016
A0A3L8D9Y9	ko00000
A0A3L8D9Y9	ko03036
A0A3L8D690	ko00000
A0A3L8D690	ko02000
A0A026WIQ2	ko00000
A0A026WIQ2	ko00001
A0A026WIQ2	ko01000
A0A026WIQ2	ko03036
A0A026WK58	ko00000
A0A026WK58	ko04040
A0A3L8DCI3	br01610
A0A3L8DCI3	ko00000
A0A3L8DCI3	ko00001
A0A3L8DCI3	ko00002
A0A3L8DCI3	ko03011
A0A026W0S5	br01610
A0A026W0S5	ko00000
A0A026W0S5	ko00001
A0A026W0S5	ko00002
A0A026W0S5	ko03011
A0A3L8E1L1	ko00000
A0A3L8E1L1	ko00001
A0A3L8E1L1	ko01009
A0A3L8DNV5	ko00000
A0A3L8DNV5	ko00001
A0A3L8DNV5	ko01000
A0A3L8DNV5	ko01002
A0A3L8DNV5	ko04121
A0A3L8DNV5	ko04131
A0A3L8D2S6	ko00000
A0A3L8D2S6	ko03036
A0A3L8D9D9	ko00000
A0A3L8D9D9	ko03041
A0A3L8DDB0	ko00000
A0A3L8DDB0	ko00001
A0A3L8DDB0	ko02000
A0A3L8DDB0	ko04131
A0A026VSD4	br01610
A0A026VSD4	ko00000
A0A026VSD4	ko00001
A0A026VSD4	ko00002
A0A026VSD4	ko01009
A0A026VSD4	ko03011
A0A026VSD4	ko03032
A0A026VSD4	ko03400
A0A3L8D4L7	ko00000
A0A3L8D4L7	ko00001
A0A3L8D4L7	ko03036
A0A3L8D4L7	ko04131
A0A3L8D4L7	ko04812
A0A3L8DKD1	ko00000
A0A3L8DKD1	ko00001
A0A3L8DKD1	ko00002
A0A3L8DKD1	ko03021
A0A3L8DKD1	ko03036
A0A3L8DKD1	ko03041
A0A026W482	ko00000
A0A026W482	ko00001
A0A026W482	ko01000
A0A026W482	ko01002
A0A026W482	ko04147
A0A026WRZ9	ko00000
A0A026WRZ9	ko04121
A0A026WBS0	ko00000
A0A026WBS0	ko00001
A0A026WBS0	ko01000
A0A026WBS0	ko01003
A0A026WSH1	ko00000
A0A3L8E423	ko00000
A0A3L8E423	ko00001
A0A3L8E085	ko00000
A0A3L8E085	ko00001
A0A026VYZ9	ko00000
A0A026VYZ9	ko01000
A0A026VYZ9	ko01001
A0A026VYZ9	ko03041
A0A3L8D631	ko00000
A0A3L8D631	ko03036
A0A3L8D7E7	ko00000
A0A3L8D7E7	ko03036
A0A026X171	ko00000
A0A026X171	ko00001
A0A026X171	ko04131
A0A3L8D756	ko00000
A0A3L8D756	ko02000
A0A026WTA0	ko00000
A0A026WTA0	ko00001
A0A026WTA0	ko00199
A0A026WTA0	ko01000
A0A3L8DZC4	ko00000
A0A3L8DZC4	ko04121
A0A3L8DFP3	ko00000
A0A3L8DFP3	ko03000
A0A3L8DFP3	ko03019
A0A3L8DFP3	ko03041
A0A026WPN3	ko00000
A0A026WPN3	ko00001
A0A026WPN3	ko00002
A0A026WPN3	ko01000
A0A026W4J0	ko00000
A0A026W4J0	ko00001
A0A026W4J0	ko03000
A0A026WES5	ko00000
A0A026WES5	ko00001
A0A026WES5	ko00002
A0A026WES5	ko01000
A0A3L8DPP7	ko00000
A0A3L8DPP7	ko01000
A0A3L8DPP7	ko03016
A0A3L8DPP7	ko03400
A0A026VTR5	ko00000
A0A026VTR5	ko00001
A0A026VTR5	ko00002
A0A026VTR5	ko01000
A0A026VTR5	ko04147
A0A026WB24	ko00000
A0A026WB24	ko00001
A0A026WB24	ko01000
A0A026VS51	ko00000
A0A026VS51	ko03019
A0A026VS51	ko03036
A0A026WCZ5	ko00000
A0A026WCZ5	ko00001
A0A026WCZ5	ko03036
A0A026WCZ5	ko04131
A0A026WCZ5	ko04147
A0A3L8DMY4	ko00000
A0A3L8DMY4	ko00001
A0A3L8DMY4	ko00002
A0A3L8DMY4	ko03032
A0A3L8DMY4	ko03036
A0A026VU58	ko00000
A0A026VU58	ko04030
A0A3L8DZ92	ko00000
A0A3L8DZ92	ko04040
A0A026X3T0	ko00000
A0A026X3T0	ko00001
A0A026X3T0	ko01000
A0A026X3T0	ko03016
A0A3L8DFZ2	ko00000
A0A3L8DFZ2	ko01000
A0A3L8DFZ2	ko03016
A0A026WWK1	ko00000
A0A026WWK1	ko03000
A0A026W7L2	ko00000
A0A026W7L2	ko00001
A0A026W7L2	ko03019
A0A026W7L2	ko03021
A0A026WI38	ko00000
A0A026WI38	ko00001
A0A026WI38	ko04090
A0A026WI38	ko04147
A0A026WI38	ko04516
A0A3L8E0U7	ko00000
A0A3L8E0U7	ko00001
A0A3L8E0U7	ko00002
A0A3L8E0U7	ko00536
A0A3L8DIF7	ko00000
A0A3L8DIF7	ko00001
A0A3L8DIF7	ko03000
A0A026W601	ko00000
A0A026W601	ko00001
A0A026W601	ko00002
A0A026W601	ko03019
A0A3L8E0G2	ko00000
A0A3L8E0G2	ko04131
A0A3L8DF71	ko00000
A0A3L8DF71	ko04516
A0A3L8DJH2	ko00000
A0A3L8DJH2	ko04030
A0A3L8DU04	ko00000
A0A3L8DU04	ko00001
A0A3L8DU04	ko00537
A0A3L8DU04	ko01000
A0A3L8DU04	ko04090
A0A3L8DIW3	ko00000
A0A3L8DIW3	ko03019
A0A3L8D2W6	ko00000
A0A3L8D2W6	ko00001
A0A3L8D2W6	ko00002
A0A3L8D9Q9	ko00000
A0A3L8D9Q9	ko00001
A0A3L8D9Q9	ko01000
A0A026W0F6	ko00000
A0A026W0F6	ko00001
A0A026W0F6	ko00002
A0A026WA92	ko00000
A0A026WA92	ko01000
A0A026WQ14	ko00000
A0A026WQ14	ko00001
A0A026WQ14	ko01000
A0A026X1S0	ko00000
A0A026X1S0	ko00001
A0A026X1S0	ko03029
A0A026X1S0	ko04131
A0A026X2L7	ko00000
A0A026X2L7	ko00001
A0A026X2L7	ko00002
A0A026WZ65	ko00000
A0A026WZ65	ko04131
A0A026WNF8	ko00000
A0A026WNF8	ko00001
A0A026WNF8	ko01000
A0A026VUD5	ko00000
A0A026VUD5	ko03000
A0A026WTV9	ko00000
A0A026WTV9	ko03019
A0A026WTV9	ko03041
A0A3L8DU08	ko00000
A0A3L8DU08	ko01000
A0A3L8DU08	ko01001
A0A026VTG4	ko00000
A0A026VTG4	ko00001
A0A026X2M1	ko00000
A0A026X2M1	ko01009
A0A026X2M1	ko03400
A0A026W263	ko00000
A0A026W263	ko00001
A0A026W263	ko00002
A0A026WU73	ko00000
A0A026WU73	ko00001
A0A026WU73	ko01000
A0A026WMJ8	ko00000
A0A026WMJ8	ko00001
A0A026WMJ8	ko00002
A0A026WMJ8	ko01000
A0A026VYA8	ko00000
A0A026VYA8	ko00001
A0A026VYA8	ko00002
A0A026VYA8	ko01009
A0A026VYA8	ko03009
A0A026VYA8	ko03029
A0A026VYA8	ko03041
A0A026VYA8	ko03051
A0A026VYA8	ko03110
A0A026VYA8	ko04131
A0A026VYA8	ko04147
A0A026VYA8	ko04516
A0A3L8DRT7	ko00000
A0A3L8DRT7	ko00001
A0A3L8DRT7	ko01000
A0A3L8DRT7	ko01004
A0A3L8DE90	ko00000
A0A3L8DE90	ko00001
A0A3L8DE90	ko03000
A0A026X329	ko00000
A0A026X329	ko01009
A0A026X329	ko03019
A0A026X329	ko03041
A0A026WQK4	ko00000
A0A026WQK4	ko00001
A0A026WQK4	ko03000
A0A3L8DT63	ko00000
A0A3L8DT63	ko02000
A0A026W3D8	ko00000
A0A026W3D8	ko00001
A0A026W3D8	ko01000
A0A3L8D4A3	ko00000
A0A3L8D4A3	ko00001
A0A3L8D4A3	ko00002
A0A3L8D4A3	ko01000
A0A3L8D4A3	ko01007
A0A3L8E3Y8	ko00000
A0A3L8E3Y8	ko00001
A0A3L8E3Y8	ko04030
A0A3L8D9Q7	ko00000
A0A3L8D9Q7	ko01000
A0A3L8D9Q7	ko03029
A0A3L8E035	ko00000
A0A3L8E035	ko03036
A0A026WAL8	ko00000
A0A026WAL8	ko00001
A0A026WAL8	ko00002
A0A026WAL8	ko03009
A0A026WAL8	ko03041
A0A026W670	ko00000
A0A026W670	ko00001
A0A026W670	ko01000
A0A026W670	ko04121
A0A026VVA0	ko00000
A0A026VVA0	ko00001
A0A026VVA0	ko00002
A0A026VVA0	ko03036
A0A026VVA0	ko03041
A0A026WH48	ko00000
A0A026WH48	ko00001
A0A026WH48	ko00002
A0A026WH48	ko01000
A0A026WH48	ko03009
A0A026WH48	ko03019
A0A026WH48	ko03036
A0A026WH48	ko03041
A0A3L8DTC1	ko00000
A0A3L8DTC1	ko04121
A0A026VT45	ko00000
A0A026VT45	ko03036
A0A3L8DSM8	ko00000
A0A3L8DSM8	ko03029
A0A026W5K7	ko00000
A0A026W5K7	ko00001
A0A026W5K7	ko00002
A0A026W5K7	ko03019
A0A026W5K7	ko03036
A0A026W5K7	ko04812
A0A3L8E3A4	ko00000
A0A3L8E3A4	ko03000
A0A026WM59	ko00000
A0A026WM59	ko00001
A0A026WM59	ko03021
A0A026WV56	ko00000
A0A026WV56	ko03000
A0A3L8E227	ko00000
A0A3L8E227	ko00001
A0A3L8E227	ko00002
A0A3L8E227	ko01000
A0A3L8E227	ko01003
A0A3L8E0J6	ko00000
A0A3L8E0J6	ko00001
A0A3L8E0J6	ko04147
A0A3L8D5Q5	ko00000
A0A3L8D5Q5	ko00001
A0A3L8D5Q5	ko00002
A0A3L8D5Q5	ko01000
A0A3L8D5Q5	ko03032
A0A3L8D5Q5	ko03036
A0A3L8D5Q5	ko03400
A0A026WXL4	ko00000
A0A026WXL4	ko03009
A0A3L8DV78	ko00000
A0A3L8DV78	ko01000
A0A026VRT3	ko00000
A0A026VRT3	ko01000
A0A026VRT3	ko03029
A0A026W217	ko00000
A0A026W217	ko03009
A0A026W217	ko03036
A0A3L8DJP3	ko00000
A0A3L8DJP3	ko01000
A0A026VWC5	ko00000
A0A026VWC5	ko01000
A0A026VWC5	ko01002
A0A026VWC5	ko04147
A0A026VT11	ko00000
A0A026VT11	ko03029
A0A3L8DU45	ko00000
A0A3L8DU45	ko03400
A0A3L8DU45	ko04147
A0A3L8DU45	ko04812
A0A026WMZ9	ko00000
A0A026WMZ9	ko00199
A0A026WMZ9	ko01000
A0A026WED8	ko00000
A0A026WED8	ko01000
A0A026WED8	ko03016
A0A026W0N2	ko00000
A0A026W0N2	ko02000
A0A026WFY5	ko00000
A0A026WFY5	ko04121
A0A3L8DJZ1	ko00000
A0A3L8DJZ1	ko03036
A0A3L8E1Y2	ko00000
A0A3L8E1Y2	ko03016
A0A026X0B8	ko00000
A0A026X0B8	ko00001
A0A026X0B8	ko01000
A0A026X0B8	ko03029
A0A026X0B8	ko04031
A0A026X1V5	ko00000
A0A026X1V5	ko00001
A0A026X1V5	ko02000
A0A3L8D8K3	ko00000
A0A3L8D8K3	ko04131
B2X3T3	ko00000
B2X3T3	ko00001
B2X3T3	ko00002
B2X3T3	ko01000
B2X3T3	ko03029
A0A026WQZ5	ko00000
A0A026WQZ5	ko00001
A0A026WQZ5	ko03021
A0A3L8DMD5	ko00000
A0A3L8DMD5	ko00001
A0A3L8DMD5	ko01000
A0A3L8DMD5	ko01002
A0A3L8E653	ko00000
A0A3L8E653	ko00001
A0A3L8E653	ko03021
A0A3L8E653	ko03036
A0A3L8DA45	ko00000
A0A3L8DA45	ko03021
A0A3L8DA45	ko03036
A0A026W661	ko00000
A0A026W661	ko00001
A0A026W661	ko02000
A0A3L8DZG3	ko00000
A0A3L8DZG3	ko04131
A0A026VS92	ko00000
A0A026VS92	ko00001
A0A026VS92	ko03009
A0A026WUB5	ko00000
A0A026WUB5	ko00001
A0A026WUB5	ko01000
A0A026WUB5	ko04040
A0A3L8DIQ6	ko00000
A0A3L8DIQ6	ko02000
A0A026VUQ2	ko00000
A0A026VUQ2	ko04147
A0A3L8DPA0	ko00000
A0A3L8DPA0	ko02000
A0A3L8DPA0	ko04090
A0A026WMG1	br01610
A0A026WMG1	ko00000
A0A026WMG1	ko00001
A0A026WMG1	ko00002
A0A026WMG1	ko03011
A0A026WII2	ko00000
A0A026WII2	ko00001
A0A026WMD2	ko00000
A0A026WMD2	ko03000
A0A026X0Y5	ko00000
A0A026X0Y5	ko03036
A0A3L8DG55	ko00000
A0A3L8DG55	ko00001
A0A3L8DG55	ko03036
A0A3L8DG55	ko04121
A0A3L8DAD1	ko00000
A0A3L8DAD1	ko03041
A0A3L8DVV7	ko00000
A0A3L8DVV7	ko00001
A0A3L8DVV7	ko01000
A0A3L8DVV7	ko01002
A0A3L8DVV7	ko04090
A0A3L8DVV7	ko04147
A0A3L8DLF5	ko00000
A0A3L8DLF5	ko03000
A0A026WR60	ko00000
A0A026WR60	ko00001
A0A026WR60	ko00002
A0A026WR60	ko01000
A0A026WR60	ko04147
A0A026X0M8	ko00000
A0A026X0M8	ko01000
A0A026X0M8	ko03009
A0A026X4E9	ko00000
A0A026X4E9	ko00001
A0A026X4E9	ko01000
A0A026X4E9	ko04516
A0A3L8DZG1	ko00000
A0A3L8DZG1	ko00001
A0A3L8DYA1	ko00000
A0A3L8DYA1	ko00001
A0A3L8DFQ5	ko00000
A0A3L8DFQ5	ko04131
A0A3L8DQ44	ko00000
A0A3L8DQ44	ko00199
A0A3L8DQ44	ko01000
A0A3L8DN13	ko00000
A0A3L8DN13	ko04030
A0A026W635	ko00000
A0A026W635	ko00001
A0A026W635	ko01000
A0A026W635	ko01003
A0A3L8D6T7	ko00000
A0A3L8D6T7	ko00001
A0A3L8D6T7	ko00002
A0A3L8D6T7	ko03041
A0A026WWF2	ko00000
A0A026WWF2	ko03021
A0A026WLJ2	ko00000
A0A026WLJ2	ko04131
A0A3L8DIT6	ko00000
A0A3L8DIT6	ko00001
A0A3L8DIT6	ko03029
A0A026WFA4	ko00000
A0A026WFA4	ko00001
A0A026WFA4	ko04040
A0A3L8DCL8	ko00000
A0A3L8DCL8	ko03036
A0A026VRP9	ko00000
A0A026VRP9	ko03036
A0A026W0Q1	ko00000
A0A026W0Q1	ko00001
A0A026W0Q1	ko00002
A0A026W0Q1	ko01000
A0A026W0Q1	ko03110
A0A026W924	ko00000
A0A026W924	ko03036
A0A026W924	ko04031
A0A3L8DNP0	ko00000
A0A3L8DNP0	ko00001
A0A3L8DNP0	ko03000
A0A3L8DJL8	ko00000
A0A3L8DJL8	ko00001
A0A3L8DJL8	ko04030
A0A026WC40	ko00000
A0A026WC40	ko01000
A0A026WC40	ko04121
A0A026VY16	ko00000
A0A026VY16	ko00001
A0A026VY16	ko01000
A0A026VY16	ko03019
A0A026VY16	ko04121
A0A3L8DHV9	ko00000
A0A3L8DHV9	ko01000
A0A3L8DP49	ko00000
A0A3L8DP49	ko00001
A0A3L8DP49	ko01000
A0A026VT60	ko00000
A0A026VT60	ko04030
A0A3L8DSW6	ko00000
A0A3L8DSW6	ko02000
A0A3L8DSW6	ko03029
A0A3L8DBN2	ko00000
A0A3L8DBN2	ko00001
A0A3L8DBN2	ko00002
A0A3L8DBN2	ko01000
A0A3L8DBN2	ko03041
A0A3L8DBN2	ko03400
A0A3L8DBN2	ko04121
A0A3L8DT56	ko00000
A0A3L8DT56	ko01000
A0A3L8DT56	ko04131
A0A026W016	ko00000
A0A026W016	ko00001
A0A026W016	ko00002
A0A026W016	ko01000
A0A026W016	ko01001
A0A026WRS5	ko00000
A0A026WRS5	ko00001
A0A026WRS5	ko00002
A0A026WRS5	ko01000
A0A3L8DCJ8	ko00000
A0A3L8DCJ8	ko03016
A0A026WT24	ko00000
A0A026WT24	ko00001
A0A026WT24	ko01000
A0A026W0W1	ko00000
A0A026W0W1	ko00001
A0A026W0W1	ko04131
A0A026W0W1	ko04516
A0A3L8DMI2	ko00000
A0A3L8DMI2	ko00001
A0A3L8DMI2	ko04131
A0A026WBE3	ko00000
A0A026WBE3	ko00001
A0A026WBE3	ko00002
A0A026WBE3	ko01000
A0A026WBE3	ko03019
A0A026WSU7	ko00000
A0A026WSU7	ko00001
A0A026WSU7	ko01000
A0A3L8DVW2	ko00000
A0A3L8DVW2	ko03110
A0A3L8DVW2	ko04147
A0A3L8D6R8	ko00000
A0A3L8D6R8	ko00001
A0A3L8D6R8	ko01000
A0A026WJ22	ko00000
A0A026WJ22	ko00001
A0A026WJ22	ko01000
A0A026WJ22	ko03400
A0A3L8D3U8	ko00000
A0A3L8D3U8	ko04131
A0A3L8DGQ3	ko00000
A0A3L8DGQ3	ko03012
A0A3L8DGQ3	ko03029
A0A026VT35	ko00000
A0A026VT35	ko00001
A0A026VT35	ko01000
A0A3L8DGC5	ko00000
A0A3L8DGC5	ko00001
A0A3L8DGC5	ko01000
A0A3L8DGC5	ko03009
A0A3L8DGC5	ko03016
A0A3L8DGC5	ko03029
A0A3L8D7U8	ko00000
A0A3L8D7U8	ko00001
A0A3L8D7U8	ko03036
A0A3L8D7U8	ko04031
A0A3L8D7U8	ko04131
A0A3L8D7U8	ko04147
A0A3L8DW40	ko00000
A0A3L8DW40	ko00001
A0A3L8DW40	ko01000
A0A3L8DW40	ko03400
A0A026WQX3	ko00000
A0A026WQX3	ko01000
A0A026WQX3	ko01001
A0A026WQX3	ko04812
A0A3L8DU63	ko00000
A0A3L8DU63	ko03036
A0A026WRA6	ko00000
A0A026WRA6	ko00199
A0A026WRA6	ko01000
A0A026WKH0	ko00000
A0A026WKH0	ko04121
A0A3L8DRY2	ko00000
A0A3L8DRY2	ko00001
A0A3L8DRY2	ko00002
A0A3L8DRY2	ko01000
A0A3L8DRY2	ko01001
A0A026W787	ko00000
A0A026W787	ko00001
A0A026W787	ko00002
A0A026W787	ko01000
A0A026W787	ko01003
A0A026WSR2	ko00000
A0A026WSR2	ko01000
A0A026WSR2	ko03009
A0A026WSR2	ko03041
A0A3L8DHX0	ko00000
A0A3L8DHX0	ko00001
A0A3L8DHX0	ko03019
A0A3L8E4F1	ko00000
A0A3L8E4F1	ko00001
A0A3L8E4F1	ko00002
A0A3L8E4F1	ko01000
A0A3L8E4F1	ko01003
A0A3L8DT90	ko00000
A0A3L8DT90	ko00001
A0A3L8DT90	ko01000
A0A3L8DT90	ko01007
A0A3L8DT90	ko03016
A0A3L8DJC3	ko00000
A0A3L8DJC3	ko00001
A0A3L8DJC3	ko00536
A0A3L8DJC3	ko02000
A0A3L8DGH4	ko00000
A0A3L8DGH4	ko03036
A0A3L8D8R7	ko00000
A0A3L8D8R7	ko00001
A0A3L8D8R7	ko00002
A0A3L8D8R7	ko01000
A0A3L8D8R7	ko01007
